model,forecast_date,target,target_week_end,national_raw_error,national_log_difference,national_percentage_error,national_bre,cc_national_score,cc_national_rank,cc_national_rank_percentile,state_point_forecasts_num,state_log_difference_squared,state_pearson_fit_statistic,state_mean_absolute_error,state_geo_mean_log_difference,state_median_log_difference,state_bre,state_bre_signed,state_pred_25,state_missed_by_2x,state_rmse,state_mape,state_smape,cc_state_point_score,cc_state_point_rank,cc_state_point_rank_percentile,state_range_forecasts_num,state_range_capture_rate_95pi,state_range_capture_rate_50pi,state_range_10th_percentile_width,state_range_25th_percentile_width,state_range_50th_percentile_width,state_range_average_width,state_range_75th_percentile_width,state_range_90th_percentile_width,state_ranges_gt_4x,state_ranges_gt_10x,state_ranges_95PI_score,state_ranges_interval_normalized,state_ranges_precision_raw,state_ranges_precision_95pi_adjusted,cc_state_range_score,cc_state_range_rank,cc_state_range_rank_percentile,cc_state_range_score_v2,cc_state_range_rank_v2,cc_state_range_rank_percentile_v2,state_ranges_50PI_score,state_ranges_synthetic_wis,state_ranges_synthetic_wis_sharpness,state_ranges_synthetic_wis_penalty,state_ranges_synthetic_wis_rank_percentile,state_mean_absolute_error_rank_percentile,state_log_difference_squared_rank_percentile,state_pearson_rank_percentile,state_log_difference_geo_mean_rank_percentile,state_rmse_rank_percentile,state_mape_rank_percentile,state_smape_rank_percentile,state_bre_rank_percentile,state_pred25_rank_percentile
USC,7/6/2020,2 wk ahead inc death,7/18/2020,3041,0.229,25.72%,25.72%,75%,8,70.83%,51,16.58,3440.12,78.94,28.36%,14.34%,68.60%,37.61%,35.29%,9.80%,167.67,64.50%,41.54%,45.92%,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.74%,84.21%,52.63%,84.21%,89.47%,31.58%,84.21%,73.68%,78.95%
UT,7/6/2020,2 wk ahead inc death,7/18/2020,-3497,-0.351,-29.57%,-41.99%,0%,12,54.17%,51,28.17,2883.12,102.98,40.26%,-29.81%,103.59%,-52.04%,21.57%,23.53%,249.71,53.85%,54.34%,21.99%,10,44.44%,51,66.67%,0.02,2.292,2.68,3.722,8.334,6.353,11,27.45%,11.77%,100626,382.5,34.06%,71.11%,41.30%,3,88.89%,61.83%,6,72.22%,47208,160.97,3.95,157.03,44.44%,52.63%,52.63%,68.42%,47.37%,57.90%,57.90%,42.11%,21.05%,15.79%
YYG,7/6/2020,2 wk ahead inc death,7/18/2020,-4722,-0.51,-39.93%,-66.48%,0%,16,37.50%,51,24.02,2779.99,101.35,38.70%,-28.77%,74.96%,-49.20%,25.49%,13.73%,275.74,41.74%,49.42%,28.78%,7,38.89%,51,72.55%,0.02,2.914,3.536,4.538,5.281,6.135,9,45.10%,5.88%,109813,261,34.11%,71.20%,28.90%,10,50.00%,68.07%,5,77.78%,47208,164.48,3.73,160.75,38.89%,63.16%,63.16%,78.95%,52.63%,47.37%,84.21%,63.16%,63.16%,42.11%
Auquan,7/6/2020,3 wk ahead inc death,7/25/2020,-5777,-0.363,-30.42%,-43.72%,0%,10,62.50%,51,27.59,18337.36,234.73,42.15%,-4.53%,103.60%,23.29%,19.61%,25.49%,586.33,83.45%,53.23%,21.41%,9,77.78%,51,98.04%,0.02,48,101.925,145.286,358.034,442,920,98.04%,98.04%,48312,240.7,0.99%,2.06%,0.00%,18,5.56%,4.08%,18,5.56%,75780,222.76,19.67,203.09,77.78%,10.53%,57.90%,5.26%,42.11%,10.53%,10.53%,57.90%,42.11%,21.05%
Baseline,7/6/2020,3 wk ahead inc death,7/25/2020,-7611,-0.512,-40.08%,-66.88%,0%,15,41.67%,51,33.49,6304.01,190.71,42.52%,-21.36%,102.50%,-54.45%,25.49%,29.41%,511.05,52.37%,55.49%,16.82%,11,100.00%,51,70.59%,0.314,3.805,3.931,4,3.759,4,4.008,0.00%,0.00%,161175,358.7,42.26%,88.22%,74.30%,1,100.00%,72.92%,3,88.89%,34766,171.66,19.65,152.01,100.00%,36.84%,47.37%,57.90%,36.84%,36.84%,52.63%,47.37%,47.37%,42.11%
Columbia,7/6/2020,3 wk ahead inc death,7/25/2020,5665,0.261,29.83%,29.83%,0%,7,75.00%,51,50.66,7147.82,158.1,38.41%,24.89%,88.60%,29.93%,27.45%,29.41%,264.63,74.48%,56.60%,13.70%,12,88.89%,51,82.35%,0.02,2.747,3.454,5.977,43.712,27.9,128,52.94%,33.33%,41648,294.3,15.25%,31.84%,31.00%,7,66.67%,40.23%,10,50.00%,75780,208.33,12.34,195.99,88.89%,68.42%,21.05%,36.84%,52.63%,94.74%,15.79%,42.11%,57.90%,52.63%
Columbia-UNC,7/6/2020,3 wk ahead inc death,7/25/2020,457,0.024,2.41%,2.41%,100%,1,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ensemble,7/6/2020,3 wk ahead inc death,7/25/2020,-6195,-0.395,-32.62%,-48.41%,0%,12,54.17%,51,12.37,3626.09,141.9,25.41%,-14.89%,54.09%,-20.86%,41.18%,11.77%,418.07,36.05%,38.29%,52.74%,3,61.11%,51,92.16%,0.02,3.673,4.23,5.56,8.141,8.081,12.667,66.67%,19.61%,112426,161.9,26.10%,54.49%,26.80%,9,55.56%,76.30%,2,94.44%,75780,234.77,8.64,226.13,61.11%,84.21%,100.00%,89.47%,94.74%,57.90%,100.00%,94.74%,94.74%,94.74%
ERDC,7/6/2020,3 wk ahead inc death,7/25/2020,-1621,-0.089,-8.54%,-9.33%,90%,3,91.67%,51,15.01,2463.49,111.06,26.29%,8.00%,62.29%,-6.02%,39.22%,15.69%,230.38,40.71%,37.16%,55.16%,2,55.56%,51,33.33%,0.02,1.234,1.311,1.5,1.649,1.643,2.387,0.00%,0.00%,142576,479.7,76.59%,100.00%,35.10%,4,83.33%,35.09%,12,38.89%,75780,242.37,2.28,240.09,55.56%,100.00%,78.95%,100.00%,89.47%,100.00%,94.74%,100.00%,78.95%,84.21%
GT-DeepCOVID,7/6/2020,3 wk ahead inc death,7/25/2020,-12022,-1.002,-63.30%,-172.48%,0%,25,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IHME,7/6/2020,3 wk ahead inc death,7/25/2020,-6500,-0.419,-34.23%,-52.03%,0%,14,45.83%,51,99.32,6460.22,169.98,45.31%,-24.36%,10.10%,41.02%,23.53%,37.26%,411.85,63.06%,75.82%,8.09%,16,33.33%,51,37.26%,0.02,1,1.677,2,2.163,2.369,2.793,1.96%,0.00%,215829,830.1,66.61%,100.00%,37.20%,2,94.44%,39.22%,11,44.44%,75780,281.3,3.66,277.64,33.33%,57.90%,10.53%,52.63%,21.05%,63.16%,31.58%,15.79%,100.00%,36.84%
JHU,7/6/2020,3 wk ahead inc death,7/25/2020,1242,0.063,6.54%,6.54%,90%,2,95.83%,51,51.62,11759.91,204.84,47.76%,46.93%,119.71%,102.42%,19.61%,41.18%,397.45,136.83%,95.41%,0.87%,19,66.67%,51,88.24%,0.02,3.933,6.123,10.382,20.247,21.544,46.75,74.51%,47.06%,78951,639.2,14.84%,30.98%,14.40%,16,16.67%,45.24%,8,61.11%,75780,230.71,17.94,212.77,66.67%,21.05%,15.79%,15.79%,15.79%,73.68%,5.26%,5.26%,26.32%,21.05%
LANL,7/6/2020,3 wk ahead inc death,7/25/2020,-9706,-0.716,-51.11%,-104.52%,0%,20,20.83%,51,21.41,5833.88,176.78,32.67%,-19.08%,83.00%,-43.19%,37.26%,23.53%,514.91,44.66%,45.76%,33.95%,6,50.00%,51,90.20%,0.02,5.187,5.901,6.745,7.728,8.354,11,90.20%,11.77%,156183,184.2,24.09%,50.29%,0.00%,18,5.56%,70.23%,4,83.33%,75780,257.97,9.06,248.91,50.00%,47.37%,68.42%,63.16%,73.68%,31.58%,73.68%,68.42%,63.16%,73.68%
LSHTM,7/6/2020,3 wk ahead inc death,7/25/2020,-11214,-0.893,-59.05%,-144.18%,0%,23,8.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIT-CovAlliance,7/6/2020,3 wk ahead inc death,7/25/2020,-10392,-0.792,-54.72%,-120.84%,0%,21,16.67%,51,180.51,95535.23,417.1,77.21%,-21.77%,195.77%,-2.99%,13.73%,60.78%,981.46,160.15%,151.92%,3.52%,18,0.00%,51,39.22%,0.02,1.943,2.611,4.385,16.919,16.934,38.609,23.53%,21.57%,448424,2018.9,23.58%,49.24%,16.50%,15,22.22%,15.51%,17,11.11%,75780,414.06,27.4,386.67,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MIT-ORC,7/6/2020,3 wk ahead inc death,7/25/2020,3960,0.189,20.85%,20.85%,75%,4,87.50%,51,14.69,7521.6,155.71,34.29%,15.45%,63.27%,13.09%,23.53%,17.65%,310.49,52.27%,43.91%,32.92%,7,72.22%,51,82.35%,0.02,1.601,2.922,7.4,162.512,74.14,412,62.75%,43.14%,89575,288,10.32%,21.55%,20.60%,13,33.33%,25.14%,16,16.67%,75780,227.54,15.15,212.39,72.22%,73.68%,84.21%,26.32%,68.42%,84.21%,57.90%,73.68%,73.68%,36.84%
MOBS,7/6/2020,3 wk ahead inc death,7/25/2020,-6496,-0.419,-34.20%,-51.99%,0%,13,50.00%,50,30.39,7138.08,202.92,44.45%,-20.59%,112.21%,-62.85%,32.00%,34.00%,536.53,51.67%,54.67%,10.30%,14,22.22%,50,60.00%,0.02,1.642,2.224,3.107,7.176,5.233,22.6,24.00%,12.00%,247549,337.7,37.39%,78.06%,37.20%,2,94.44%,53.34%,7,66.67%,75684,304.44,5.48,298.96,22.22%,31.58%,52.63%,42.11%,26.32%,21.05%,63.16%,52.63%,31.58%,63.16%
NotreDame-Mobility,7/6/2020,3 wk ahead inc death,7/25/2020,-10852,-0.847,-57.14%,-133.32%,0%,22,12.50%,51,36.31,7339.97,213.08,41.83%,-33.14%,124.30%,-80.06%,33.33%,47.06%,553.58,57.05%,59.08%,9.40%,15,5.56%,51,60.78%,0.02,2.531,3.065,4,13.761,11.553,40,39.22%,25.49%,309673,412.6,25.60%,53.43%,22.70%,10,50.00%,42.30%,9,55.56%,75780,326.22,4.11,322.1,5.56%,15.79%,36.84%,31.58%,47.37%,15.79%,36.84%,36.84%,21.05%,68.42%
Oliver Wyman,7/6/2020,3 wk ahead inc death,7/25/2020,-5112,-0.314,-26.92%,-36.83%,0%,9,66.67%,51,14.18,3985.7,147.33,23.50%,-1.08%,58.52%,-9.99%,47.06%,15.69%,410.75,41.51%,39.30%,56.81%,1,94.44%,51,90.20%,0.02,2.49,4.528,10.534,117.901,96.12,372,70.59%,47.06%,37603,140.5,9.30%,19.41%,20.60%,13,33.33%,29.99%,14,27.78%,75780,205.03,11.73,193.3,94.44%,78.95%,94.74%,84.21%,100.00%,68.42%,89.47%,89.47%,89.47%,100.00%
PSI,7/6/2020,3 wk ahead inc death,7/25/2020,-8827,-0.625,-46.48%,-86.84%,0%,17,33.33%,51,101.86,15066.7,266.16,53.19%,-55.62%,140.96%,-96.07%,19.61%,47.06%,659.92,63.74%,79.58%,0.87%,19,16.67%,51,74.51%,0.02,6.8,13.472,32.864,164.17,296.8,450,72.55%,64.71%,238953,373.3,3.89%,8.13%,2.10%,17,11.11%,0.00%,19,0.00%,75780,305.44,9,296.44,16.67%,5.26%,5.26%,10.53%,5.26%,5.26%,26.32%,10.53%,10.53%,21.05%
QJHong,7/6/2020,3 wk ahead inc death,7/25/2020,5333,0.247,28.08%,28.08%,75%,6,79.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA,7/6/2020,3 wk ahead inc death,7/25/2020,-9701,-0.715,-51.08%,-104.41%,0%,19,25.00%,51,42.43,6764.38,204.75,48.56%,-55.96%,143.82%,-117.06%,21.57%,45.10%,525.27,55.12%,67.63%,3.75%,17,11.11%,51,25.49%,0.02,1.229,1.541,2.091,2.524,2.67,4,3.92%,1.96%,305792,715,61.58%,100.00%,22.70%,10,50.00%,26.83%,15,22.22%,75780,323.36,2.15,321.2,11.11%,26.32%,26.32%,47.37%,10.53%,26.32%,47.37%,21.05%,5.26%,26.32%
UCLA,7/6/2020,3 wk ahead inc death,7/25/2020,-9319,-0.675,-49.07%,-96.34%,0%,18,29.17%,51,37.51,5390.26,173.69,34.33%,-47.22%,108.40%,-86.76%,31.37%,35.29%,498.04,46.28%,59.48%,18.75%,10,27.78%,51,31.37%,0.02,1.588,1.671,1.855,3.013,2.035,2.38,1.96%,1.96%,253226,660.9,63.53%,100.00%,31.00%,7,66.67%,33.02%,13,33.33%,75780,297.14,2.67,294.47,27.78%,52.63%,31.58%,68.42%,63.16%,42.11%,68.42%,31.58%,36.84%,57.90%
UM,7/6/2020,3 wk ahead inc death,7/25/2020,-11796,-0.97,-62.11%,-163.92%,0%,24,4.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UMass-MB,7/6/2020,3 wk ahead inc death,7/25/2020,-3874,-0.228,-20.40%,-25.63%,75%,5,83.33%,51,14.48,3390.25,132.31,26.74%,-21.16%,60.28%,-23.46%,41.18%,21.57%,349.32,42.07%,39.97%,47.45%,4,83.33%,51,88.24%,0.02,3.342,3.862,4.708,6.807,6.061,14,54.90%,15.69%,85556,158.4,30.06%,62.76%,35.10%,4,83.33%,79.01%,1,100.00%,75780,222.33,8.56,213.77,83.33%,94.74%,89.47%,94.74%,84.21%,78.95%,84.21%,84.21%,84.21%,94.74%
USC,7/6/2020,3 wk ahead inc death,7/25/2020,6775,0.305,35.67%,35.67%,0%,8,70.83%,51,17.03,7863.08,134.88,28.47%,15.42%,69.57%,44.94%,39.22%,11.77%,294.9,66.83%,41.63%,40.92%,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.47%,73.68%,21.05%,78.95%,89.47%,21.05%,78.95%,68.42%,84.21%
UT,7/6/2020,3 wk ahead inc death,7/25/2020,-5987,-0.379,-31.52%,-46.04%,0%,11,58.33%,51,35.48,5189.76,178.86,42.82%,-32.01%,129.90%,-78.37%,15.69%,29.41%,429.01,56.95%,60.04%,13.05%,13,38.89%,51,68.63%,0.02,2.588,2.75,3.806,14.652,6.714,13,35.29%,11.77%,175134,440,32.00%,66.80%,35.10%,4,83.33%,61.22%,6,72.22%,75780,266.03,6.75,259.28,38.89%,42.11%,42.11%,73.68%,31.58%,52.63%,42.11%,26.32%,15.79%,5.26%
YYG,7/6/2020,3 wk ahead inc death,7/25/2020,-7809,-0.53,-41.12%,-69.83%,0%,16,37.50%,51,24.56,4683.02,166.69,34.45%,-33.33%,92.42%,-60.52%,27.45%,17.65%,470.63,44.10%,47.80%,29.19%,8,44.44%,51,74.51%,0.02,3.1,3.972,5.283,6.093,7.038,10.917,52.94%,9.80%,174466,335.5,30.90%,64.52%,22.70%,10,50.00%,65.84%,5,77.78%,75780,263.9,6.35,257.55,44.44%,63.16%,63.16%,78.95%,57.90%,47.37%,78.95%,63.16%,52.63%,52.63%
Auquan,7/6/2020,4 wk ahead inc death,8/1/2020,-12577,-0.614,-45.90%,-84.85%,0%,16,37.50%,51,30.7,24286.27,356.86,37.80%,-23.00%,108.62%,-27.14%,25.49%,37.26%,895.19,66.13%,54.66%,17.70%,9,55.56%,51,90.20%,0,54,114.513,163.333,405.546,499,1036,90.20%,90.20%,132845,227.5,0.87%,1.82%,0.00%,18,5.56%,0.00%,18,5.56%,109312,349.92,22.34,327.58,55.56%,10.53%,57.90%,10.53%,57.90%,10.53%,26.32%,57.90%,52.63%,57.90%
Baseline,7/6/2020,4 wk ahead inc death,8/1/2020,-12225,-0.591,-44.62%,-80.56%,0%,15,41.67%,51,40.67,10503.39,304.92,53.90%,-37.34%,124.17%,-72.57%,9.80%,31.37%,810.45,59.84%,65.24%,8.30%,14,100.00%,51,66.67%,0.157,3.782,3.927,4,3.757,4,4.012,0.00%,0.00%,279333,436.8,42.28%,88.28%,70.20%,1,100.00%,68.80%,2,94.44%,55574,283.28,26.2,257.08,100.00%,36.84%,42.11%,47.37%,15.79%,36.84%,31.58%,31.58%,36.84%,0.00%
Columbia,7/6/2020,4 wk ahead inc death,8/1/2020,8550,0.272,31.20%,31.20%,0%,6,79.17%,51,40.64,14196.83,262.49,43.90%,18.72%,122.57%,18.83%,27.45%,27.45%,450.47,88.15%,60.93%,16.22%,10,88.89%,51,80.39%,0,3.051,3.894,6.689,62.038,32.256,196,52.94%,37.26%,67153,368.9,13.11%,27.37%,28.90%,7,66.67%,31.87%,13,33.33%,109312,308.66,20.01,288.65,88.89%,57.90%,47.37%,26.32%,52.63%,89.47%,10.53%,52.63%,42.11%,63.16%
Columbia-UNC,7/6/2020,4 wk ahead inc death,8/1/2020,5157,0.172,18.82%,18.82%,75%,4,87.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ensemble,7/6/2020,4 wk ahead inc death,8/1/2020,-9610,-0.432,-35.07%,-54.02%,0%,11,58.33%,51,14.14,6033.57,222.78,24.07%,-19.11%,59.15%,-30.98%,37.26%,13.73%,672.95,33.84%,37.10%,47.33%,3,61.11%,51,92.16%,0,4.226,4.808,5.932,9.251,9.009,16.333,80.39%,19.61%,176716,170.2,23.90%,49.90%,12.40%,14,27.78%,71.91%,1,100.00%,109312,347.35,12.73,334.63,61.11%,78.95%,94.74%,89.47%,94.74%,52.63%,100.00%,94.74%,84.21%,78.95%
ERDC,7/6/2020,4 wk ahead inc death,8/1/2020,-3766,-0.148,-13.75%,-15.94%,75%,3,91.67%,51,14.18,3287.35,152.57,24.10%,5.13%,57.81%,-20.97%,41.18%,13.73%,391.54,35.21%,38.71%,54.87%,1,66.67%,51,43.14%,0,1.283,1.347,1.566,1.734,1.817,2.538,0.00%,0.00%,190150,400.3,74.32%,100.00%,45.40%,2,94.44%,45.41%,7,66.67%,109312,342.11,3.62,338.49,66.67%,100.00%,89.47%,100.00%,89.47%,100.00%,94.74%,84.21%,89.47%,94.74%
GT-DeepCOVID,7/6/2020,4 wk ahead inc death,8/1/2020,-14651,-0.765,-53.47%,-114.92%,0%,18,29.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IHME,7/6/2020,4 wk ahead inc death,8/1/2020,-10139,-0.462,-37.00%,-58.74%,0%,12,54.17%,51,109.1,8747.38,255.08,50.16%,-25.87%,-28.26%,68.14%,25.49%,39.22%,641.61,56.71%,72.50%,11.92%,11,33.33%,51,39.22%,0,1,1.747,2.075,2.384,2.66,3.021,1.96%,0.00%,309709,724.5,62.78%,100.00%,39.20%,3,88.89%,41.28%,10,50.00%,109312,406.61,5.5,401.11,33.33%,63.16%,10.53%,63.16%,31.58%,68.42%,42.11%,15.79%,100.00%,57.90%
JHU,7/6/2020,4 wk ahead inc death,8/1/2020,2298,0.081,8.39%,8.39%,90%,1,100.00%,51,53.75,17731.2,325.1,50.52%,62.45%,121.00%,102.98%,13.73%,52.94%,625.52,133.31%,92.34%,0.24%,19,72.22%,51,88.24%,0,3.784,5.788,10.901,23.084,22.882,57,76.47%,52.94%,109752,558.7,14.49%,30.25%,12.40%,14,27.78%,44.23%,8,61.11%,109312,335.63,25.8,309.83,72.22%,21.05%,15.79%,15.79%,26.32%,73.68%,0.00%,5.26%,47.37%,10.53%
LANL,7/6/2020,4 wk ahead inc death,8/1/2020,-15728,-0.853,-57.40%,-134.75%,0%,22,12.50%,51,24.89,9554.09,269.49,29.48%,-31.85%,95.53%,-69.37%,31.37%,27.45%,822.21,40.44%,47.01%,30.05%,7,50.00%,51,86.28%,0,6.222,6.75,7.452,9.239,9.342,15.6,86.28%,13.73%,234919,175.3,20.91%,43.66%,0.00%,18,5.56%,59.08%,5,77.78%,109312,378.27,13.4,364.87,50.00%,52.63%,68.42%,52.63%,78.95%,31.58%,78.95%,68.42%,63.16%,68.42%
LSHTM,7/6/2020,4 wk ahead inc death,8/1/2020,-17148,-0.983,-62.58%,-167.27%,0%,24,4.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIT-CovAlliance,7/6/2020,4 wk ahead inc death,8/1/2020,-15145,-0.805,-55.27%,-123.58%,0%,20,20.83%,51,181.09,86975.33,514.45,65.94%,-25.59%,150.57%,-15.28%,15.69%,56.86%,1164.29,127.20%,138.54%,3.40%,17,0.00%,51,47.06%,0,2.483,3.288,5.533,20.199,16.047,37.402,33.33%,27.45%,581979,1387.8,21.66%,45.23%,14.40%,13,33.33%,19.53%,17,11.11%,109312,557.46,28.54,528.93,0.00%,0.00%,0.00%,0.00%,5.26%,0.00%,5.26%,0.00%,15.79%,21.05%
MIT-ORC,7/6/2020,4 wk ahead inc death,8/1/2020,2587,0.09,9.44%,9.44%,90%,2,95.83%,51,15.03,7821.53,203.94,32.32%,4.37%,63.48%,-12.69%,33.33%,17.65%,437.61,42.56%,40.90%,43.89%,5,83.33%,51,72.55%,0,1.476,2.38,5.173,127.326,42.143,298,49.02%,31.37%,112422,270.7,14.15%,29.54%,24.80%,8,61.11%,26.72%,16,16.67%,109312,318.21,16.89,301.32,83.33%,89.47%,78.95%,73.68%,68.42%,94.74%,73.68%,73.68%,73.68%,73.68%
MOBS,7/6/2020,4 wk ahead inc death,8/1/2020,-10850,-0.504,-39.60%,-65.56%,0%,13,50.00%,50,35.67,11574.13,307.98,45.11%,-40.24%,130.52%,-84.03%,18.00%,34.00%,841.6,55.85%,62.74%,5.67%,15,27.78%,50,58.00%,0,1.724,2.389,3.39,8.098,5.311,21.05,24.00%,14.00%,384193,375.7,35.18%,73.44%,35.10%,4,83.33%,49.00%,9,55.56%,109200,452.83,7.7,445.14,27.78%,31.58%,52.63%,36.84%,47.37%,21.05%,52.63%,36.84%,31.58%,31.58%
NotreDame-Mobility,7/6/2020,4 wk ahead inc death,8/1/2020,-17041,-0.973,-62.19%,-164.50%,0%,23,8.33%,51,42.7,12004.17,331.86,49.20%,-42.83%,144.69%,-102.19%,23.53%,47.06%,878.01,58.44%,65.72%,4.81%,16,5.56%,51,58.82%,0,2.796,3.537,4.625,17.8,14.049,54,43.14%,25.49%,502780,458.9,22.24%,46.43%,16.50%,11,44.44%,33.22%,12,38.89%,109312,497.21,5.86,491.36,5.56%,15.79%,26.32%,31.58%,36.84%,15.79%,36.84%,26.32%,21.05%,42.11%
Oliver Wyman,7/6/2020,4 wk ahead inc death,8/1/2020,-7619,-0.326,-27.81%,-38.52%,0%,7,75.00%,51,13.38,6627.4,228.29,22.44%,0.00%,55.87%,-13.07%,43.14%,15.69%,655.46,36.05%,35.10%,53.07%,2,94.44%,51,94.12%,0,2.439,4.613,10.5,192.17,167.352,646,76.47%,50.98%,65683,167.1,7.80%,16.27%,18.60%,9,55.56%,28.97%,14,27.78%,109312,302.84,18.65,284.19,94.44%,73.68%,100.00%,84.21%,100.00%,63.16%,89.47%,100.00%,94.74%,100.00%
PSI,7/6/2020,4 wk ahead inc death,8/1/2020,-13876,-0.706,-50.64%,-102.60%,0%,17,33.33%,51,119.26,25192.76,409.18,71.39%,-64.16%,180.38%,-131.03%,11.77%,50.98%,1014.71,70.97%,88.24%,0.00%,20,16.67%,51,68.63%,0,6.628,14.445,32.619,181.937,191.05,608,66.67%,58.82%,392456,453.7,4.02%,8.40%,2.10%,17,11.11%,0.00%,18,5.56%,109312,463.96,11.85,452.11,16.67%,5.26%,5.26%,5.26%,0.00%,5.26%,15.79%,10.53%,0.00%,5.26%
QJHong,7/6/2020,4 wk ahead inc death,8/1/2020,12949,0.387,47.26%,47.26%,0%,9,66.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA,7/6/2020,4 wk ahead inc death,8/1/2020,-15199,-0.809,-55.47%,-124.57%,0%,21,16.67%,51,50.67,11045.77,315.69,53.92%,-56.88%,168.99%,-147.45%,17.65%,49.02%,839.94,53.73%,70.58%,2.97%,18,11.11%,51,25.49%,0,1.293,1.579,2.273,2.565,2.882,4.5,7.84%,0.00%,469386,701.3,59.61%,100.00%,18.60%,9,55.56%,26.83%,15,22.22%,109312,481.1,3.36,477.74,11.11%,26.32%,21.05%,42.11%,10.53%,26.32%,57.90%,21.05%,5.26%,26.32%
UCLA,7/6/2020,4 wk ahead inc death,8/1/2020,-14817,-0.778,-54.08%,-117.75%,0%,19,25.00%,51,41.55,9183.38,282.04,48.79%,-56.38%,143.54%,-126.05%,25.49%,41.18%,801.11,47.15%,62.30%,9.13%,13,22.22%,51,35.29%,0,1.603,1.71,2,4.074,2.226,3,3.92%,3.92%,413191,624.3,59.48%,100.00%,33.00%,5,77.78%,37.15%,11,44.44%,109312,453.01,3.84,449.17,22.22%,42.11%,36.84%,57.90%,42.11%,42.11%,63.16%,42.11%,26.32%,57.90%
UM,7/6/2020,4 wk ahead inc death,8/1/2020,-18676,-1.144,-68.16%,-214.08%,0%,25,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
